Time,Tariff Rate (₹/kWh),TOU Rate Category
2024-07-02 14:03:00,5.0,Moderate
2024-07-02 14:05:00,5.0,Moderate
2024-07-02 14:06:00,5.0,Moderate
2024-07-02 14:09:00,5.0,Moderate
2024-07-02 14:10:00,5.0,Moderate
2024-07-02 14:12:00,5.0,Moderate
2024-07-02 14:13:00,5.0,Moderate
2024-07-02 14:14:00,5.0,Moderate
2024-07-02 14:18:00,5.0,Moderate
2024-07-02 14:19:00,5.0,Moderate
2024-07-02 14:20:00,5.0,Moderate
2024-07-02 14:24:00,5.0,Moderate
2024-07-02 14:25:00,5.0,Moderate
2024-07-02 14:27:00,5.0,Moderate
2024-07-02 14:28:00,5.0,Moderate
2024-07-02 14:30:00,5.0,Moderate
2024-07-02 14:33:00,5.0,Moderate
2024-07-02 14:34:00,5.0,Moderate
2024-07-02 14:36:00,5.0,Moderate
2024-07-02 14:37:00,5.0,Moderate
2024-07-02 14:38:00,5.0,Moderate
2024-07-02 14:39:00,5.0,Moderate
2024-07-02 14:40:00,5.0,Moderate
2024-07-02 14:44:00,5.0,Moderate
2024-07-02 14:46:00,5.0,Moderate
2024-07-02 14:47:00,5.0,Moderate
2024-07-02 14:48:00,5.0,Moderate
2024-07-02 14:50:00,5.0,Moderate
2024-07-02 14:51:00,5.0,Moderate
2024-07-02 14:53:00,5.0,Moderate
2024-07-02 14:55:00,5.0,Moderate
2024-07-02 14:56:00,5.0,Moderate
2024-07-02 14:58:00,5.0,Moderate
2024-07-02 15:00:00,5.0,Moderate
2024-07-02 15:01:00,5.0,Moderate
2024-07-02 15:03:00,5.0,Moderate
2024-07-02 15:04:00,5.0,Moderate
2024-07-02 15:05:00,5.0,Moderate
2024-07-02 15:06:00,5.0,Moderate
2024-07-02 15:10:00,5.0,Moderate
2024-07-02 15:11:00,5.0,Moderate
2024-07-02 15:12:00,5.0,Moderate
2024-07-02 15:16:00,5.0,Moderate
2024-07-02 15:17:00,5.0,Moderate
2024-07-02 15:20:00,5.0,Moderate
2024-07-02 15:21:00,5.0,Moderate
2024-07-02 15:22:00,5.0,Moderate
2024-07-02 15:23:00,5.0,Moderate
2024-07-02 15:25:00,5.0,Moderate
2024-07-02 15:28:00,5.0,Moderate
2024-07-02 15:30:00,5.0,Moderate
2024-07-02 15:31:00,5.0,Moderate
2024-07-02 15:34:00,5.0,Moderate
2024-07-02 15:35:00,5.0,Moderate
2024-07-02 15:36:00,5.0,Moderate
2024-07-02 15:40:00,5.0,Moderate
2024-07-02 15:41:00,5.0,Moderate
2024-07-02 15:43:00,5.0,Moderate
2024-07-02 15:44:00,5.0,Moderate
2024-07-02 15:46:00,5.0,Moderate
2024-07-02 15:48:00,5.0,Moderate
2024-07-02 15:50:00,5.0,Moderate
2024-07-02 15:51:00,5.0,Moderate
2024-07-02 15:53:00,5.0,Moderate
2024-07-02 15:55:00,5.0,Moderate
2024-07-02 15:57:00,5.0,Moderate
2024-07-02 15:58:00,5.0,Moderate
2024-07-02 16:00:00,5.0,Moderate
2024-07-02 16:01:00,5.0,Moderate
2024-07-02 16:02:00,5.0,Moderate
2024-07-02 16:06:00,5.0,Moderate
2024-07-02 16:07:00,5.0,Moderate
2024-07-02 16:09:00,5.0,Moderate
2024-07-02 16:12:00,5.0,Moderate
2024-07-02 16:13:00,5.0,Moderate
2024-07-02 16:14:00,5.0,Moderate
2024-07-02 16:17:00,5.0,Moderate
2024-07-02 16:18:00,5.0,Moderate
2024-07-02 16:21:00,5.0,Moderate
2024-07-02 16:24:00,5.0,Moderate
2024-07-02 16:25:00,5.0,Moderate
2024-07-02 16:27:00,5.0,Moderate
2024-07-02 16:28:00,5.0,Moderate
2024-07-02 16:29:00,5.0,Moderate
2024-07-02 16:32:00,5.0,Moderate
2024-07-02 16:34:00,5.0,Moderate
2024-07-02 16:35:00,5.0,Moderate
2024-07-02 16:36:00,5.0,Moderate
2024-07-02 16:37:00,5.0,Moderate
2024-07-02 16:42:00,5.0,Moderate
2024-07-02 16:43:00,5.0,Moderate
2024-07-02 16:44:00,5.0,Moderate
2024-07-02 16:47:00,5.0,Moderate
2024-07-02 16:48:00,5.0,Moderate
2024-07-02 16:50:00,5.0,Moderate
2024-07-02 16:53:00,5.0,Moderate
2024-07-02 16:54:00,5.0,Moderate
2024-07-02 16:55:00,5.0,Moderate
2024-07-02 16:58:00,5.0,Moderate
2024-07-02 16:59:00,5.0,Moderate
2024-07-02 17:01:00,5.0,Moderate
2024-07-02 17:02:00,5.0,Moderate
2024-07-02 17:04:00,5.0,Moderate
2024-07-02 17:07:00,5.0,Moderate
2024-07-02 17:08:00,5.0,Moderate
2024-07-02 17:10:00,5.0,Moderate
2024-07-02 17:12:00,5.0,Moderate
2024-07-02 17:14:00,5.0,Moderate
2024-07-02 17:15:00,5.0,Moderate
2024-07-02 17:16:00,5.0,Moderate
2024-07-02 17:18:00,5.0,Moderate
2024-07-02 17:21:00,5.0,Moderate
2024-07-02 17:22:00,5.0,Moderate
2024-07-02 17:25:00,5.0,Moderate
2024-07-02 17:28:00,5.0,Moderate
2024-07-02 17:29:00,5.0,Moderate
2024-07-02 17:31:00,5.0,Moderate
2024-07-02 17:32:00,5.0,Moderate
2024-07-02 17:33:00,5.0,Moderate
2024-07-02 17:37:00,5.0,Moderate
2024-07-02 17:38:00,5.0,Moderate
2024-07-02 17:40:00,5.0,Moderate
2024-07-02 17:41:00,5.0,Moderate
2024-07-02 17:43:00,5.0,Moderate
2024-07-02 17:45:00,5.0,Moderate
2024-07-02 17:47:00,5.0,Moderate
2024-07-02 17:48:00,5.0,Moderate
2024-07-02 17:50:00,5.0,Moderate
2024-07-02 17:51:00,5.0,Moderate
2024-07-02 17:53:00,5.0,Moderate
2024-07-02 17:55:00,5.0,Moderate
2024-07-02 17:56:00,5.0,Moderate
2024-07-02 17:59:00,5.0,Moderate
2024-07-02 18:00:00,5.0,Moderate
2024-07-02 18:02:00,5.0,Moderate
2024-07-02 18:05:00,5.0,Moderate
2024-07-02 18:07:00,5.0,Moderate
2024-07-02 18:08:00,5.0,Moderate
2024-07-02 18:09:00,5.0,Moderate
2024-07-02 18:14:00,5.0,Moderate
2024-07-02 18:19:00,5.0,Moderate
2024-07-02 18:26:00,5.0,Moderate
2024-07-02 18:31:00,5.0,Moderate
2024-07-02 18:36:00,5.0,Moderate
2024-07-02 18:41:00,5.0,Moderate
2024-07-02 18:47:00,5.0,Moderate
2024-07-02 18:52:00,5.0,Moderate
2024-07-02 18:57:00,5.0,Moderate
2024-07-02 19:03:00,8.0,High
2024-07-02 19:08:00,8.0,High
2024-07-02 19:10:00,8.0,High
2024-07-02 19:13:00,8.0,High
2024-07-02 19:18:00,8.0,High
2024-07-02 19:24:00,8.0,High
2024-07-02 19:29:00,8.0,High
2024-07-02 19:34:00,8.0,High
2024-07-02 19:39:00,8.0,High
2024-07-02 19:45:00,8.0,High
2024-07-02 19:50:00,8.0,High
2024-07-02 19:55:00,8.0,High
2024-07-02 20:00:00,8.0,High
2024-07-02 20:03:00,8.0,High
2024-07-02 20:06:00,8.0,High
2024-07-02 20:11:00,8.0,High
2024-07-02 20:16:00,8.0,High
2024-07-02 20:21:00,8.0,High
2024-07-02 20:27:00,8.0,High
2024-07-02 20:33:00,8.0,High
2024-07-02 20:38:00,8.0,High
2024-07-02 20:43:00,8.0,High
2024-07-02 20:48:00,8.0,High
2024-07-02 20:53:00,8.0,High
2024-07-02 20:58:00,8.0,High
2024-07-02 21:03:00,8.0,High
2024-07-02 21:09:00,8.0,High
2024-07-02 21:14:00,8.0,High
2024-07-02 21:19:00,8.0,High
2024-07-02 21:25:00,8.0,High
2024-07-02 21:30:00,8.0,High
2024-07-02 21:36:00,8.0,High
2024-07-02 21:41:00,8.0,High
2024-07-02 21:46:00,8.0,High
2024-07-02 21:51:00,8.0,High
2024-07-02 21:57:00,8.0,High
2024-07-02 22:02:00,8.0,High
2024-07-02 22:07:00,8.0,High
2024-07-02 22:12:00,8.0,High
2024-07-02 22:17:00,8.0,High
2024-07-02 22:24:00,8.0,High
2024-07-02 22:24:00,8.0,High
2024-07-02 22:29:00,8.0,High
2024-07-02 22:32:00,8.0,High
2024-07-02 22:34:00,8.0,High
2024-07-02 22:39:00,8.0,High
2024-07-02 22:45:00,8.0,High
2024-07-02 22:50:00,8.0,High
2024-07-02 22:55:00,8.0,High
2024-07-02 23:00:00,8.0,High
2024-07-02 23:06:00,8.0,High
2024-07-02 23:11:00,8.0,High
2024-07-02 23:16:00,8.0,High
2024-07-02 23:21:00,8.0,High
2024-07-02 23:28:00,8.0,High
2024-07-02 23:33:00,8.0,High
2024-07-02 23:38:00,8.0,High
2024-07-02 23:43:00,8.0,High
2024-07-02 23:48:00,8.0,High
2024-07-02 23:53:00,8.0,High
2024-07-02 23:59:00,8.0,High
2024-07-03 00:04:00,3.0,Low
2024-07-03 00:09:00,3.0,Low
2024-07-03 00:14:00,3.0,Low
2024-07-03 00:20:00,3.0,Low
2024-07-03 00:25:00,3.0,Low
2024-07-03 00:31:00,3.0,Low
2024-07-03 00:36:00,3.0,Low
2024-07-03 00:42:00,3.0,Low
2024-07-03 00:47:00,3.0,Low
2024-07-03 00:53:00,3.0,Low
2024-07-03 00:58:00,3.0,Low
2024-07-03 01:03:00,3.0,Low
2024-07-03 01:08:00,3.0,Low
2024-07-03 01:13:00,3.0,Low
2024-07-03 01:18:00,3.0,Low
2024-07-03 01:25:00,3.0,Low
2024-07-03 01:30:00,3.0,Low
2024-07-03 01:35:00,3.0,Low
2024-07-03 01:40:00,3.0,Low
2024-07-03 01:45:00,3.0,Low
2024-07-03 01:51:00,3.0,Low
2024-07-03 01:56:00,3.0,Low
2024-07-03 02:01:00,3.0,Low
2024-07-03 02:06:00,3.0,Low
2024-07-03 02:12:00,3.0,Low
2024-07-03 02:18:00,3.0,Low
2024-07-03 02:23:00,3.0,Low
2024-07-03 02:28:00,3.0,Low
2024-07-03 02:34:00,3.0,Low
2024-07-03 02:39:00,3.0,Low
2024-07-03 02:45:00,3.0,Low
2024-07-03 02:50:00,3.0,Low
2024-07-03 02:55:00,3.0,Low
2024-07-03 03:00:00,3.0,Low
2024-07-03 03:05:00,3.0,Low
2024-07-03 03:11:00,3.0,Low
2024-07-03 03:16:00,3.0,Low
2024-07-03 03:22:00,3.0,Low
2024-07-03 03:27:00,3.0,Low
2024-07-03 03:33:00,3.0,Low
2024-07-03 03:38:00,3.0,Low
2024-07-03 03:43:00,3.0,Low
2024-07-03 03:49:00,3.0,Low
2024-07-03 03:55:00,3.0,Low
2024-07-03 04:00:00,3.0,Low
2024-07-03 04:05:00,3.0,Low
2024-07-03 04:10:00,3.0,Low
2024-07-03 04:15:00,3.0,Low
2024-07-03 04:21:00,3.0,Low
2024-07-03 04:26:00,3.0,Low
2024-07-03 04:32:00,3.0,Low
2024-07-03 04:37:00,3.0,Low
2024-07-03 04:43:00,3.0,Low
2024-07-03 04:48:00,3.0,Low
2024-07-03 04:53:00,3.0,Low
2024-07-03 04:58:00,3.0,Low
2024-07-03 05:03:00,3.0,Low
2024-07-03 05:08:00,3.0,Low
2024-07-03 05:13:00,3.0,Low
2024-07-03 05:19:00,3.0,Low
2024-07-03 05:25:00,3.0,Low
2024-07-03 05:30:00,3.0,Low
2024-07-03 05:35:00,3.0,Low
2024-07-03 05:40:00,3.0,Low
2024-07-03 05:45:00,3.0,Low
2024-07-03 05:51:00,3.0,Low
2024-07-03 05:56:00,3.0,Low
2024-07-03 05:57:00,3.0,Low
2024-07-03 06:00:00,3.0,Low
2024-07-03 06:01:00,3.0,Low
2024-07-03 06:03:00,3.0,Low
2024-07-03 06:05:00,3.0,Low
2024-07-03 06:06:00,3.0,Low
2024-07-03 06:07:00,3.0,Low
2024-07-03 06:10:00,3.0,Low
2024-07-03 06:11:00,3.0,Low
2024-07-03 06:13:00,3.0,Low
2024-07-03 06:16:00,3.0,Low
2024-07-03 06:17:00,3.0,Low
2024-07-03 06:19:00,3.0,Low
2024-07-03 06:22:00,3.0,Low
2024-07-03 06:24:00,3.0,Low
2024-07-03 06:25:00,3.0,Low
2024-07-03 06:28:00,3.0,Low
2024-07-03 06:30:00,3.0,Low
2024-07-03 06:31:00,3.0,Low
2024-07-03 06:34:00,3.0,Low
2024-07-03 06:36:00,3.0,Low
2024-07-03 06:38:00,3.0,Low
2024-07-03 06:39:00,3.0,Low
2024-07-03 06:41:00,3.0,Low
2024-07-03 06:43:00,3.0,Low
2024-07-03 06:44:00,3.0,Low
2024-07-03 06:46:00,3.0,Low
2024-07-03 06:47:00,3.0,Low
2024-07-03 06:48:00,3.0,Low
2024-07-03 06:51:00,3.0,Low
2024-07-03 06:52:00,3.0,Low
2024-07-03 06:54:00,3.0,Low
2024-07-03 06:58:00,3.0,Low
2024-07-03 06:59:00,3.0,Low
2024-07-03 07:00:00,5.0,Moderate
2024-07-03 07:03:00,5.0,Moderate
2024-07-03 07:05:00,5.0,Moderate
2024-07-03 07:06:00,5.0,Moderate
2024-07-03 07:09:00,5.0,Moderate
2024-07-03 07:10:00,5.0,Moderate
2024-07-03 07:12:00,5.0,Moderate
2024-07-03 07:13:00,5.0,Moderate
2024-07-03 07:15:00,5.0,Moderate
2024-07-03 07:18:00,5.0,Moderate
2024-07-03 07:19:00,5.0,Moderate
2024-07-03 07:21:00,5.0,Moderate
2024-07-03 07:23:00,5.0,Moderate
2024-07-03 07:25:00,5.0,Moderate
2024-07-03 07:27:00,5.0,Moderate
2024-07-03 07:28:00,5.0,Moderate
2024-07-03 07:30:00,5.0,Moderate
2024-07-03 07:31:00,5.0,Moderate
2024-07-03 07:33:00,5.0,Moderate
2024-07-03 07:34:00,5.0,Moderate
2024-07-03 07:36:00,5.0,Moderate
2024-07-03 07:39:00,5.0,Moderate
2024-07-03 07:40:00,5.0,Moderate
2024-07-03 07:41:00,5.0,Moderate
2024-07-03 07:42:00,5.0,Moderate
2024-07-03 07:44:00,5.0,Moderate
2024-07-03 07:47:00,5.0,Moderate
2024-07-03 07:48:00,5.0,Moderate
2024-07-03 07:49:00,5.0,Moderate
2024-07-03 07:53:00,5.0,Moderate
2024-07-03 07:54:00,5.0,Moderate
2024-07-03 07:55:00,5.0,Moderate
2024-07-03 07:59:00,5.0,Moderate
2024-07-03 08:01:00,5.0,Moderate
2024-07-03 08:02:00,5.0,Moderate
2024-07-03 08:04:00,5.0,Moderate
2024-07-03 08:06:00,5.0,Moderate
2024-07-03 08:07:00,5.0,Moderate
2024-07-03 08:10:00,5.0,Moderate
2024-07-03 08:11:00,5.0,Moderate
2024-07-03 08:13:00,5.0,Moderate
2024-07-03 08:14:00,5.0,Moderate
2024-07-03 08:15:00,5.0,Moderate
2024-07-03 08:20:00,5.0,Moderate
2024-07-03 08:21:00,5.0,Moderate
2024-07-03 08:22:00,5.0,Moderate
2024-07-03 08:25:00,5.0,Moderate
2024-07-03 08:26:00,5.0,Moderate
2024-07-03 08:28:00,5.0,Moderate
2024-07-03 08:31:00,5.0,Moderate
2024-07-03 08:33:00,5.0,Moderate
2024-07-03 08:35:00,5.0,Moderate
2024-07-03 08:37:00,5.0,Moderate
2024-07-03 08:38:00,5.0,Moderate
2024-07-03 08:39:00,5.0,Moderate
2024-07-03 08:42:00,5.0,Moderate
2024-07-03 08:44:00,5.0,Moderate
2024-07-03 08:45:00,5.0,Moderate
2024-07-03 08:46:00,5.0,Moderate
2024-07-03 08:48:00,5.0,Moderate
2024-07-03 08:50:00,5.0,Moderate
2024-07-03 08:52:00,5.0,Moderate
2024-07-03 08:53:00,5.0,Moderate
2024-07-03 08:55:00,5.0,Moderate
2024-07-03 08:56:00,5.0,Moderate
2024-07-03 08:58:00,5.0,Moderate
2024-07-03 08:59:00,5.0,Moderate
2024-07-03 09:02:00,5.0,Moderate
2024-07-03 09:03:00,5.0,Moderate
2024-07-03 09:05:00,5.0,Moderate
2024-07-03 09:06:00,5.0,Moderate
2024-07-03 09:07:00,5.0,Moderate
2024-07-03 09:09:00,5.0,Moderate
2024-07-03 09:10:00,5.0,Moderate
2024-07-03 09:13:00,5.0,Moderate
2024-07-03 09:15:00,5.0,Moderate
2024-07-03 09:16:00,5.0,Moderate
2024-07-03 09:19:00,5.0,Moderate
2024-07-03 09:20:00,5.0,Moderate
2024-07-03 09:23:00,5.0,Moderate
2024-07-03 09:24:00,5.0,Moderate
2024-07-03 09:26:00,5.0,Moderate
2024-07-03 09:27:00,5.0,Moderate
2024-07-03 09:29:00,5.0,Moderate
2024-07-03 09:30:00,5.0,Moderate
2024-07-03 09:31:00,5.0,Moderate
2024-07-03 09:34:00,5.0,Moderate
2024-07-03 09:35:00,5.0,Moderate
2024-07-03 09:36:00,5.0,Moderate
2024-07-03 09:40:00,5.0,Moderate
2024-07-03 09:41:00,5.0,Moderate
2024-07-03 09:42:00,5.0,Moderate
2024-07-03 09:46:00,5.0,Moderate
2024-07-03 09:47:00,5.0,Moderate
2024-07-03 09:48:00,5.0,Moderate
2024-07-03 09:52:00,5.0,Moderate
2024-07-03 09:53:00,5.0,Moderate
2024-07-03 09:55:00,5.0,Moderate
2024-07-03 09:56:00,5.0,Moderate
2024-07-03 09:57:00,5.0,Moderate
2024-07-03 10:00:00,5.0,Moderate
2024-07-03 10:01:00,5.0,Moderate
2024-07-03 10:03:00,5.0,Moderate
2024-07-03 10:05:00,5.0,Moderate
2024-07-03 10:06:00,5.0,Moderate
2024-07-03 10:07:00,5.0,Moderate
2024-07-03 10:08:00,5.0,Moderate
2024-07-03 10:11:00,5.0,Moderate
2024-07-03 10:13:00,5.0,Moderate
2024-07-03 10:14:00,5.0,Moderate
2024-07-03 10:17:00,5.0,Moderate
2024-07-03 10:19:00,5.0,Moderate
2024-07-03 10:20:00,5.0,Moderate
2024-07-03 10:22:00,5.0,Moderate
2024-07-03 10:25:00,5.0,Moderate
2024-07-03 10:26:00,5.0,Moderate
2024-07-03 10:27:00,5.0,Moderate
2024-07-03 10:30:00,5.0,Moderate
2024-07-03 10:31:00,5.0,Moderate
2024-07-03 10:33:00,5.0,Moderate
2024-07-03 10:34:00,5.0,Moderate
2024-07-03 10:35:00,5.0,Moderate
2024-07-03 10:38:00,5.0,Moderate
2024-07-03 10:40:00,5.0,Moderate
2024-07-03 10:41:00,5.0,Moderate
2024-07-03 10:43:00,5.0,Moderate
2024-07-03 10:45:00,5.0,Moderate
2024-07-03 10:46:00,5.0,Moderate
2024-07-03 10:48:00,5.0,Moderate
2024-07-03 10:50:00,5.0,Moderate
2024-07-03 10:52:00,5.0,Moderate
2024-07-03 10:53:00,5.0,Moderate
2024-07-03 10:55:00,5.0,Moderate
2024-07-03 10:57:00,5.0,Moderate
2024-07-03 10:58:00,5.0,Moderate
2024-07-03 11:01:00,5.0,Moderate
2024-07-03 11:03:00,5.0,Moderate
2024-07-03 11:04:00,5.0,Moderate
2024-07-03 11:05:00,5.0,Moderate
2024-07-03 11:07:00,5.0,Moderate
2024-07-03 11:10:00,5.0,Moderate
2024-07-03 11:11:00,5.0,Moderate
2024-07-03 11:13:00,5.0,Moderate
2024-07-03 11:16:00,5.0,Moderate
2024-07-03 11:17:00,5.0,Moderate
2024-07-03 11:20:00,5.0,Moderate
2024-07-03 11:21:00,5.0,Moderate
2024-07-03 11:22:00,5.0,Moderate
2024-07-03 11:24:00,5.0,Moderate
2024-07-03 11:25:00,5.0,Moderate
2024-07-03 11:28:00,5.0,Moderate
2024-07-03 11:30:00,5.0,Moderate
2024-07-03 11:31:00,5.0,Moderate
2024-07-03 11:34:00,5.0,Moderate
2024-07-03 11:36:00,5.0,Moderate
2024-07-03 11:37:00,5.0,Moderate
2024-07-03 11:40:00,5.0,Moderate
2024-07-03 11:41:00,5.0,Moderate
2024-07-03 11:43:00,5.0,Moderate
2024-07-03 11:45:00,5.0,Moderate
2024-07-03 11:47:00,5.0,Moderate
2024-07-03 11:48:00,5.0,Moderate
2024-07-03 11:50:00,5.0,Moderate
2024-07-03 11:51:00,5.0,Moderate
2024-07-03 11:53:00,5.0,Moderate
2024-07-03 11:54:00,5.0,Moderate
2024-07-03 11:55:00,5.0,Moderate
2024-07-03 11:57:00,5.0,Moderate
2024-07-03 12:00:00,5.0,Moderate
2024-07-03 12:01:00,5.0,Moderate
2024-07-03 12:03:00,5.0,Moderate
2024-07-03 12:04:00,5.0,Moderate
2024-07-03 12:05:00,5.0,Moderate
2024-07-03 12:09:00,5.0,Moderate
2024-07-03 12:10:00,5.0,Moderate
2024-07-03 12:12:00,5.0,Moderate
2024-07-03 12:13:00,5.0,Moderate
2024-07-03 12:15:00,5.0,Moderate
2024-07-03 12:17:00,5.0,Moderate
2024-07-03 12:18:00,5.0,Moderate
2024-07-03 12:20:00,5.0,Moderate
2024-07-03 12:22:00,5.0,Moderate
2024-07-03 12:23:00,5.0,Moderate
2024-07-03 12:27:00,5.0,Moderate
2024-07-03 12:28:00,5.0,Moderate
2024-07-03 12:30:00,5.0,Moderate
2024-07-03 12:32:00,5.0,Moderate
2024-07-03 12:34:00,5.0,Moderate
2024-07-03 12:35:00,5.0,Moderate
2024-07-03 12:37:00,5.0,Moderate
2024-07-03 12:38:00,5.0,Moderate
2024-07-03 12:41:00,5.0,Moderate
2024-07-03 12:43:00,5.0,Moderate
2024-07-03 12:44:00,5.0,Moderate
2024-07-03 12:45:00,5.0,Moderate
2024-07-03 12:47:00,5.0,Moderate
2024-07-03 12:48:00,5.0,Moderate
2024-07-03 12:50:00,5.0,Moderate
2024-07-03 12:51:00,5.0,Moderate
2024-07-03 12:52:00,5.0,Moderate
2024-07-03 12:55:00,5.0,Moderate
2024-07-03 12:57:00,5.0,Moderate
2024-07-03 12:59:00,5.0,Moderate
2024-07-03 13:01:00,5.0,Moderate
2024-07-03 13:03:00,5.0,Moderate
2024-07-03 13:04:00,5.0,Moderate
2024-07-03 13:06:00,5.0,Moderate
2024-07-03 13:07:00,5.0,Moderate
2024-07-03 13:10:00,5.0,Moderate
2024-07-03 13:11:00,5.0,Moderate
2024-07-03 13:12:00,5.0,Moderate
2024-07-03 13:15:00,5.0,Moderate
2024-07-03 13:16:00,5.0,Moderate
2024-07-03 13:17:00,5.0,Moderate
2024-07-03 13:21:00,5.0,Moderate
2024-07-03 13:24:00,5.0,Moderate
2024-07-03 13:25:00,5.0,Moderate
2024-07-03 13:26:00,5.0,Moderate
2024-07-03 13:27:00,5.0,Moderate
2024-07-03 13:31:00,5.0,Moderate
2024-07-03 13:32:00,5.0,Moderate
2024-07-03 13:34:00,5.0,Moderate
2024-07-03 13:35:00,5.0,Moderate
2024-07-03 13:37:00,5.0,Moderate
2024-07-03 13:39:00,5.0,Moderate
2024-07-03 13:40:00,5.0,Moderate
2024-07-03 13:42:00,5.0,Moderate
2024-07-03 13:44:00,5.0,Moderate
2024-07-03 13:45:00,5.0,Moderate
2024-07-03 13:46:00,5.0,Moderate
2024-07-03 13:47:00,5.0,Moderate
2024-07-03 13:50:00,5.0,Moderate
2024-07-03 13:52:00,5.0,Moderate
2024-07-03 13:53:00,5.0,Moderate
2024-07-03 13:57:00,5.0,Moderate
2024-07-03 13:58:00,5.0,Moderate
2024-07-03 14:00:00,5.0,Moderate
2024-07-03 14:02:00,5.0,Moderate
2024-07-03 14:04:00,5.0,Moderate
2024-07-03 14:05:00,5.0,Moderate
2024-07-03 14:06:00,5.0,Moderate
2024-07-03 14:08:00,5.0,Moderate
2024-07-03 14:11:00,5.0,Moderate
2024-07-03 14:12:00,5.0,Moderate
2024-07-03 14:15:00,5.0,Moderate
2024-07-03 14:16:00,5.0,Moderate
2024-07-03 14:17:00,5.0,Moderate
2024-07-03 14:21:00,5.0,Moderate
2024-07-03 14:22:00,5.0,Moderate
2024-07-03 14:23:00,5.0,Moderate
2024-07-03 14:24:00,5.0,Moderate
2024-07-03 14:26:00,5.0,Moderate
2024-07-03 14:30:00,5.0,Moderate
2024-07-03 14:31:00,5.0,Moderate
2024-07-03 14:33:00,5.0,Moderate
2024-07-03 14:35:00,5.0,Moderate
2024-07-03 14:36:00,5.0,Moderate
2024-07-03 14:37:00,5.0,Moderate
2024-07-03 14:41:00,5.0,Moderate
2024-07-03 14:42:00,5.0,Moderate
2024-07-03 14:44:00,5.0,Moderate
2024-07-03 14:46:00,5.0,Moderate
2024-07-03 14:48:00,5.0,Moderate
2024-07-03 14:50:00,5.0,Moderate
2024-07-03 14:51:00,5.0,Moderate
2024-07-03 14:52:00,5.0,Moderate
2024-07-03 14:55:00,5.0,Moderate
2024-07-03 14:57:00,5.0,Moderate
2024-07-03 14:58:00,5.0,Moderate
2024-07-03 15:01:00,5.0,Moderate
2024-07-03 15:02:00,5.0,Moderate
2024-07-03 15:03:00,5.0,Moderate
2024-07-03 15:07:00,5.0,Moderate
2024-07-03 15:08:00,5.0,Moderate
2024-07-03 15:09:00,5.0,Moderate
2024-07-03 15:11:00,5.0,Moderate
2024-07-03 15:12:00,5.0,Moderate
2024-07-03 15:14:00,5.0,Moderate
2024-07-03 15:15:00,5.0,Moderate
2024-07-03 15:16:00,5.0,Moderate
2024-07-03 15:17:00,5.0,Moderate
2024-07-03 15:22:00,5.0,Moderate
2024-07-03 15:24:00,5.0,Moderate
2024-07-03 15:25:00,5.0,Moderate
2024-07-03 15:28:00,5.0,Moderate
2024-07-03 15:29:00,5.0,Moderate
2024-07-03 15:30:00,5.0,Moderate
2024-07-03 15:32:00,5.0,Moderate
2024-07-03 15:33:00,5.0,Moderate
2024-07-03 15:36:00,5.0,Moderate
2024-07-03 15:38:00,5.0,Moderate
2024-07-03 15:39:00,5.0,Moderate
2024-07-03 15:41:00,5.0,Moderate
2024-07-03 15:43:00,5.0,Moderate
2024-07-03 15:44:00,5.0,Moderate
2024-07-03 15:45:00,5.0,Moderate
2024-07-03 15:48:00,5.0,Moderate
2024-07-03 15:50:00,5.0,Moderate
2024-07-03 15:51:00,5.0,Moderate
2024-07-03 15:54:00,5.0,Moderate
2024-07-03 15:55:00,5.0,Moderate
2024-07-03 15:57:00,5.0,Moderate
2024-07-03 15:59:00,5.0,Moderate
2024-07-03 16:01:00,5.0,Moderate
2024-07-03 16:02:00,5.0,Moderate
2024-07-03 16:05:00,5.0,Moderate
2024-07-03 16:06:00,5.0,Moderate
2024-07-03 16:08:00,5.0,Moderate
2024-07-03 16:11:00,5.0,Moderate
2024-07-03 16:12:00,5.0,Moderate
2024-07-03 16:14:00,5.0,Moderate
2024-07-03 16:15:00,5.0,Moderate
2024-07-03 16:17:00,5.0,Moderate
2024-07-03 16:20:00,5.0,Moderate
2024-07-03 16:21:00,5.0,Moderate
2024-07-03 16:24:00,5.0,Moderate
2024-07-03 16:26:00,5.0,Moderate
2024-07-03 16:27:00,5.0,Moderate
2024-07-03 16:29:00,5.0,Moderate
2024-07-03 16:31:00,5.0,Moderate
2024-07-03 16:32:00,5.0,Moderate
2024-07-03 16:33:00,5.0,Moderate
2024-07-03 16:35:00,5.0,Moderate
2024-07-03 16:38:00,5.0,Moderate
2024-07-03 16:39:00,5.0,Moderate
2024-07-03 16:41:00,5.0,Moderate
2024-07-03 16:42:00,5.0,Moderate
2024-07-03 16:44:00,5.0,Moderate
2024-07-03 16:45:00,5.0,Moderate
2024-07-03 16:47:00,5.0,Moderate
2024-07-03 16:49:00,5.0,Moderate
2024-07-03 16:51:00,5.0,Moderate
2024-07-03 16:52:00,5.0,Moderate
2024-07-03 16:53:00,5.0,Moderate
2024-07-03 16:54:00,5.0,Moderate
2024-07-03 16:57:00,5.0,Moderate
2024-07-03 16:58:00,5.0,Moderate
2024-07-03 16:59:00,5.0,Moderate
2024-07-03 17:04:00,5.0,Moderate
2024-07-03 17:07:00,5.0,Moderate
2024-07-03 17:11:00,5.0,Moderate
2024-07-03 17:15:00,5.0,Moderate
